"user","tournament","selectedCategories","completedCategories","categoryAttempts","categoryAttempts.$*","askedQuestions","askedQuestions.$*","categoryScores","categoryScores.$*","registrationDate","totalScore","sendTourFeedback","_id","__v"
"6613f4cece72abb1ce9abebb","66f07e48838421de185302b8","[""world"",""health"",""sports"",""tourism"",""lifestyle"",""current affairs""]","[]",,,,,,,"2024-09-24T07:18:31.375Z",0,,"66f267c7a107dd1f4cbcd2fe",0
"6613f4acce72abb1ce9abe37","66f07e48838421de185302b8","[""tourism"",""sports"",""technology"",""environment"",""health"",""current affairs""]","[""tourism"",""sports""]",,,,,,,"2024-09-24T07:18:32.114Z",17,,"66f267c8a107dd1f4cbcd30d",2
"6613f4a4ce72abb1ce9abe1c","66f07e48838421de185302b8","[""politics"",""lifestyle"",""environment"",""business"",""entertainment"",""current affairs""]","[""politics"",""lifestyle""]",,,,,,,"2024-09-24T07:18:33.742Z",8,,"66f267c9a107dd1f4cbcd32e",2
"6613f4c7ce72abb1ce9abea0","66f07e48838421de185302b8","[""health"",""sports"",""science"",""lifestyle"",""education"",""current affairs""]","[""health"",""sports"",""science""]",,,,,,,"2024-09-24T07:18:34.540Z",19,,"66f267caa107dd1f4cbcd340",3
"6613f4afce72abb1ce9abe43","66f07e48838421de185302b8","[""crime"",""technology"",""politics"",""food"",""lifestyle"",""current affairs""]","[""crime""]",,,,,,,"2024-09-24T07:18:30.939Z",15,,"66f267c6a107dd1f4cbcd2f5",1
"6613f4adce72abb1ce9abe3d","66f07e48838421de185302b8","[""sports"",""technology"",""environment"",""education"",""health"",""current affairs""]","[]",,,,,,,"2024-09-24T07:18:32.697Z",0,,"66f267c8a107dd1f4cbcd319",0
"6613f498ce72abb1ce9abdef","66f07e48838421de185302b8","[""entertainment"",""tourism"",""education"",""world"",""environment"",""current affairs""]","[""entertainment""]",,,,,,,"2024-09-24T07:18:34.058Z",8,,"66f267caa107dd1f4cbcd334",1
"6613f4c2ce72abb1ce9abe8b","66f07e48838421de185302b8","[""sports"",""politics"",""technology"",""science"",""education"",""current affairs""]","[""sports""]",,,,,,,"2024-09-24T07:18:34.179Z",14,,"66f267caa107dd1f4cbcd337",1
"6613f4acce72abb1ce9abe3a","66f07e48838421de185302b8","[""tourism"",""technology"",""education"",""crime"",""business"",""current affairs""]","[""tourism"",""technology""]",,,,,,,"2024-09-24T07:18:34.315Z",3,,"66f267caa107dd1f4cbcd33a",2
"6613f4bbce72abb1ce9abe6d","66f07e48838421de185302b8","[""world"",""tourism"",""environment"",""technology"",""politics"",""current affairs""]","[""world""]",,,,,,,"2024-09-24T07:18:34.662Z",7,,"66f267caa107dd1f4cbcd343",1
"66210e6094d2c53bd0b70ccc","66f07e48838421de185302b8","[""technology"",""health"",""education"",""environment"",""politics"",""current affairs""]","[""health"",""environment"",""current affairs""]",,,,,,,"2024-09-24T09:07:02.867Z",4,,"66f281366024c144396bdc3f",3
"660167b035a59cd25a6b1d3c","66f07e48838421de185302b8","[""politics"",""technology"",""health"",""world"",""lifestyle"",""current affairs""]","[""politics"",""technology"",""health"",""world"",""lifestyle"",""current affairs""]",,,,,,,"2024-09-24T10:10:48.164Z",248,,"66f29028e7cca17df1af90de",6
"6613f4dcce72abb1ce9abef7","66f07e48838421de185302b8","[""technology"",""health"",""lifestyle"",""science"",""entertainment"",""current affairs""]","[""technology""]",,,,,,,"2024-09-24T12:00:07.223Z",3,,"66f2a9c7580011b80df60d3a",1
"6613f4d6ce72abb1ce9abedc","66f07e48838421de185302b8","[""environment"",""technology"",""tourism"",""science"",""crime"",""current affairs""]","[""environment"",""technology""]",,,,,,,"2024-09-24T12:00:06.133Z",11,,"66f2a9c6580011b80df60d33",2
"6613f49fce72abb1ce9abe0d","66f07e48838421de185302b8","[""tourism"",""food"",""sports"",""entertainment"",""politics"",""current affairs""]","[""tourism"",""food""]",,,,,,,"2024-09-24T12:00:02.761Z",21,,"66f2a9c2580011b80df60d1d",2
"6613f4d2ce72abb1ce9abecd","66f07e48838421de185302b8","[""sports"",""tourism"",""business"",""environment"",""lifestyle"",""current affairs""]","[""sports""]",,,,,,,"2024-09-24T12:00:03.215Z",2,,"66f2a9c3580011b80df60d21",1
"6613f4d5ce72abb1ce9abed9","66f07e48838421de185302b8","[""crime"",""education"",""food"",""sports"",""politics"",""current affairs""]","[]",,,,,,,"2024-09-24T12:00:04.590Z",0,,"66f2a9c4580011b80df60d29",0
"6613f49bce72abb1ce9abdfb","66f07e48838421de185302b8","[""technology"",""science"",""food"",""world"",""sports"",""current affairs""]","[]",,,,,,,"2024-09-24T12:00:06.568Z",0,,"66f2a9c6580011b80df60d36",0
"6613f4dece72abb1ce9abf00","66f07e48838421de185302b8","[""sports"",""technology"",""tourism"",""food"",""business"",""current affairs""]","[""sports""]",,,,,,,"2024-09-24T12:00:03.935Z",6,,"66f2a9c3580011b80df60d25",1
"6613f4cece72abb1ce9abebe","66f07e48838421de185302b8","[""science"",""sports"",""technology"",""environment"",""politics"",""current affairs""]","[""science"",""sports"",""technology""]",,,,,,,"2024-09-24T12:00:05.040Z",69,,"66f2a9c5580011b80df60d2c",3
"6613f4dace72abb1ce9abeee","66f07e48838421de185302b8","[""environment"",""science"",""crime"",""education"",""food"",""current affairs""]","[""environment""]",,,,,,,"2024-09-24T12:00:05.475Z",22,,"66f2a9c5580011b80df60d2f",1
"661d1c43d3779bd18c70c9aa","66f07e48838421de185302b8","[""world"",""technology"",""health"",""sports"",""education"",""current affairs""]","[""world"",""technology"",""health"",""sports"",""education"",""current affairs""]",,,,,,,"2024-09-24T16:33:16.855Z",249,,"66f2e9cc53dfd2cf2359226e",6
"65f300509edbd593b5293db2","66f07e48838421de185302b8","[""politics"",""sports"",""education"",""business"",""health"",""current affairs""]","[""current affairs"",""business"",""health"",""education"",""sports"",""politics""]",,,,,,,"2024-09-25T10:12:06.333Z",60,,"66f3e1f63a0508407f06fb68",6
"661d1b2215323b828c65ac04","66f07e48838421de185302b8","[""crime"",""environment"",""entertainment"",""health"",""education"",""current affairs""]","[""crime"",""environment"",""entertainment"",""health"",""education"",""current affairs""]",,,,,,,"2024-09-26T05:51:57.899Z",212,,"66f4f67dea6bd3f851f7dbbf",6
"6613f4c3ce72abb1ce9abe91","66f07e48838421de185302b8","[""business"",""politics"",""food"",""tourism"",""education"",""current affairs""]","[""business""]",,,,,,,"2024-09-26T06:30:03.102Z",12,,"66f4ff6bea6bd3f851f7de92",1
"6613f4b7ce72abb1ce9abe5e","66f07e48838421de185302b8","[""health"",""food"",""crime"",""environment"",""science"",""current affairs""]","[""health""]",,,,,,,"2024-09-26T06:30:03.798Z",7,,"66f4ff6bea6bd3f851f7de96",1
"6613f49bce72abb1ce9abdfe","66f07e48838421de185302b8","[""crime"",""world"",""tourism"",""education"",""environment"",""current affairs""]","[""crime""]",,,,,,,"2024-09-26T06:30:04.671Z",10,,"66f4ff6cea6bd3f851f7de9b",1
"6613f4d0ce72abb1ce9abec4","66f07e48838421de185302b8","[""tourism"",""sports"",""science"",""technology"",""food"",""current affairs""]","[""tourism""]",,,,,,,"2024-09-26T06:30:05.980Z",2,,"66f4ff6dea6bd3f851f7dea2",1
"6613f4c6ce72abb1ce9abe9d","66f07e48838421de185302b8","[""business"",""science"",""lifestyle"",""technology"",""sports"",""current affairs""]","[]",,,,,,,"2024-09-26T06:30:06.636Z",0,,"66f4ff6eea6bd3f851f7dea6",0
"6613f4d3ce72abb1ce9abed0","66f07e48838421de185302b8","[""business"",""science"",""sports"",""health"",""environment"",""current affairs""]","[""business""]",,,,,,,"2024-09-26T06:30:07.073Z",2,,"66f4ff6fea6bd3f851f7dea9",1
"6613f495ce72abb1ce9abde3","66f07e48838421de185302b8","[""sports"",""technology"",""science"",""environment"",""entertainment"",""current affairs""]","[""sports"",""technology"",""science"",""environment""]",,,,,,,"2024-09-26T07:15:41.859Z",47,,"66f50a1dc53c3e887218445e",4
"65fd330b85a20fc084e1168b","66f07e48838421de185302b8","[""entertainment"",""technology"",""politics"",""world"",""environment"",""current affairs""]","[""environment"",""entertainment"",""technology""]",,,,,,,"2024-09-26T16:38:22.467Z",62,,"66f58dfeb3a0c78680e85381",3
"6680d5060ac30fd7f0a09733","66f07e48838421de185302b8","[""food"",""health"",""sports"",""crime"",""entertainment"",""current affairs""]","[""food"",""sports"",""crime"",""entertainment"",""current affairs""]",,,,,,,"2024-09-26T16:44:22.693Z",120,,"66f58f66b3a0c78680e8dc6d",5
"66c9ef0583da1cd40cd63cd6","66f07e48838421de185302b8","[""technology"",""politics"",""entertainment"",""crime"",""world"",""current affairs""]","[]",,,,,,,"2024-09-26T17:23:15.619Z",0,,"66f59883b3a0c78680edf83e",0
"6613f4cace72abb1ce9abeac","66f07e48838421de185302b8","[""environment"",""technology"",""crime"",""world"",""entertainment"",""current affairs""]","[]",,,,,,,"2024-09-27T06:30:04.344Z",0,,"66f650ec4d63eec9a84deaa7",0
"6613f4c8ce72abb1ce9abea3","66f07e48838421de185302b8","[""crime"",""food"",""business"",""tourism"",""sports"",""current affairs""]","[]",,,,,,,"2024-09-27T06:30:03.690Z",0,,"66f650eb4d63eec9a84deaa1",0
"6613f4a2ce72abb1ce9abe16","66f07e48838421de185302b8","[""technology"",""health"",""tourism"",""business"",""crime"",""current affairs""]","[""technology""]",,,,,,,"2024-09-27T06:30:03.064Z",2,,"66f650eb4d63eec9a84dea9b",1
"6613f4b0ce72abb1ce9abe46","66f07e48838421de185302b8","[""food"",""lifestyle"",""entertainment"",""environment"",""crime"",""current affairs""]","[""food""]",,,,,,,"2024-09-27T06:30:02.542Z",36,,"66f650ea4d63eec9a84dea96",1
"6613f4d4ce72abb1ce9abed6","66f07e48838421de185302b8","[""world"",""food"",""education"",""sports"",""crime"",""current affairs""]","[]",,,,,,,"2024-09-27T06:30:04.836Z",0,,"66f650ec4d63eec9a84deabe",0
"6613f4bcce72abb1ce9abe73","66f07e48838421de185302b8","[""entertainment"",""health"",""politics"",""environment"",""tourism"",""current affairs""]","[""entertainment""]",,,,,,,"2024-09-27T06:30:05.720Z",0,,"66f650ed4d63eec9a84dead5",1
"6613f495ce72abb1ce9abde6","66f07e48838421de185302b8","[""environment"",""technology"",""health"",""entertainment"",""crime"",""current affairs""]","[""environment""]",,,,,,,"2024-09-27T06:30:07.039Z",20,,"66f650ef4d63eec9a84deae6",1
"6613f4c0ce72abb1ce9abe82","66f07e48838421de185302b8","[""science"",""entertainment"",""education"",""environment"",""sports"",""current affairs""]","[""science""]",,,,,,,"2024-09-27T06:30:06.164Z",14,,"66f650ee4d63eec9a84deade",1
"668c75a1a8937aa841383982","66f07e48838421de185302b8","[""world"",""politics"",""technology"",""business"",""sports"",""current affairs""]","[""politics"",""business"",""sports""]",,,,,,,"2024-09-27T08:09:19.434Z",50,,"66f6682f4d63eec9a85096b8",3
"662b304a42129b6af7d4f0af","66f07e48838421de185302b8","[""world"",""politics"",""business"",""technology"",""sports"",""current affairs""]","[""current affairs"",""world"",""politics"",""business"",""technology"",""sports""]",,,,,,,"2024-09-27T08:32:25.794Z",49,,"66f66d994d63eec9a8524579",6
"6628a65089ec0c3ee355c9aa","66f07e48838421de185302b8","[""politics"",""health"",""crime"",""education"",""lifestyle"",""current affairs""]","[""politics"",""health"",""lifestyle"",""crime"",""current affairs"",""education""]",,,,,,,"2024-09-27T08:45:15.969Z",60,,"66f6709b4d63eec9a8537dc1",6
"65f6b9f0ba995a8fd4acee64","66f07e48838421de185302b8","[""world"",""health"",""technology"",""crime"",""environment"",""current affairs""]","[]",,,,,,,"2024-09-27T09:24:12.042Z",0,,"66f679bc5aaaa5580d22a08b",0
"66868d5ccb0da5a4a55b3481","66f07e48838421de185302b8","[""food"",""entertainment"",""lifestyle"",""crime"",""health"",""current affairs""]","[""crime"",""entertainment"",""food"",""health"",""lifestyle"",""current affairs""]",,,,,,,"2024-09-27T09:38:06.183Z",102,,"66f67cfe4d63eec9a85aa102",6
"668a385a49288a5205168ef9","66f07e48838421de185302b8","[""technology"",""business"",""science"",""education"",""politics"",""current affairs""]","[""politics""]",,,,,,,"2024-09-27T14:23:11.494Z",7,,"66f6bfcf4d63eec9a87dcb8e",1
"66f6ca6a4d63eec9a8850973","66f07e48838421de185302b8","[""tourism"",""technology"",""lifestyle"",""education"",""entertainment"",""current affairs""]","[""tourism"",""technology"",""lifestyle"",""education"",""entertainment"",""current affairs""]",,,,,,,"2024-09-27T15:11:28.183Z",252,,"66f6cb204d63eec9a8854fa6",6
"66f6cc434d63eec9a885b0c5","66f07e48838421de185302b8","[""business"",""sports"",""entertainment"",""food"",""lifestyle"",""current affairs""]","[""business"",""sports"",""entertainment"",""food"",""lifestyle"",""current affairs""]",,,,,,,"2024-09-27T15:19:44.678Z",88,,"66f6cd104d63eec9a885feb3",6
"66f6d74b4d63eec9a889ea04","66f07e48838421de185302b8","[""entertainment"",""tourism"",""education"",""environment"",""politics"",""current affairs""]","[""entertainment"",""tourism"",""education"",""environment"",""politics"",""current affairs""]",,,,,,,"2024-09-27T16:09:02.713Z",149,,"66f6d89e4d63eec9a88a7443",6
"66f6e6c5dba3c1f15212461f","66f07e48838421de185302b8","[""health"",""business"",""sports"",""tourism"",""crime"",""current affairs""]","[]",,,,,,,"2024-09-27T17:20:31.952Z",0,,"66f6e95fdba3c1f1521278b8",0
"65b1ebbc90ba2e3794e9696d","66f8fa2cffc6cec786b4fe8d","[""technology"",""environment"",""science"",""current affairs""]","[""technology"",""science"",""environment""]","{""technology"":2,""environment"":2,""science"":2,""current affairs"":1}",,"{""technology"":[""66ec601f919e918e2313cbce"",""66e86bb1dfb374a6242b3323"",""66e6469442367d604cbea20d"",""66e504a9c33fa6365fe9d6f2"",""66f83e132851dbbdb030b943"",""66ef035fcfc89ddf851e3d2c"",""66f05488838421de1844ebbe"",""66f2f83553dfd2cf235af062"",""66f2f83753dfd2cf235af072"",""66f83e132851dbbdb030b946"",""66ef0360cfc89ddf851e3d2f"",""66e5049ec33fa6365fe9d6d6"",""66ef0361cfc89ddf851e3dae"",""66f449e372aca61130d596d9"",""66edb1ea36bae91581acf802"",""66e504a8c33fa6365fe9d6ed"",""66f59ae7b3a0c78680eedaa8"",""66ef0361cfc89ddf851e3daa"",""66eb0e93919e918e23f2bcd1"",""66f05488838421de1844ebc2""],""science"":[""66f054e0838421de1844ec93"",""66e767a01005a75faffaa4b2"",""66e6468542367d604cbea1f0"",""66f83e922851dbbdb030bc86"",""66f1a8267cafddc604cb58bb"",""66f44a8e72aca61130d597a1"",""66ef03e6cfc89ddf851e3ffb"",""66e9bdc8a23685c3aafdf887"",""66e551c094707d17c02d1952"",""66e5048bc33fa6365fe9d6b4""],""current affairs"":[""6709002d4e073f4b5f9ce028"",""671255fa3cda8e063e0b14b4"",""6709002d4e073f4b5f9ce030"",""671255ea3cda8e063e0b13ee"",""670900294e073f4b5f9cdfe8""]}",,"{""technology"":50,""environment"":61,""science"":22,""current affairs"":53}",,"2024-09-29T06:59:37.004Z",539,false,"66f8fad9ffc6cec786b5006e",78
"65f6b9f0ba995a8fd4acee64","66f8fa2cffc6cec786b4fe8d","[""politics"",""sports"",""entertainment"",""current affairs""]","[""current affairs""]","{""sports"":1,""entertainment"":1,""current affairs"":2}",,"{""sports"":[""66e646cc42367d604cbea279"",""66edb21136bae91581acf824"",""66f59b14b3a0c78680eeebee"",""66f6ed43dba3c1f152132319"",""66ec604e919e918e2313cc05""],""entertainment"":[""66f05581838421de1844f4f6"",""66e798dc1005a75faf086d5f"",""66e798d31005a75faf086d40"",""66e6f794afcb8af73b97d952"",""66f59c8bb3a0c78680ef7f05""],""current affairs"":[""66e6cd5cc881309af30aee69"",""66e01a7b3460429add50047e"",""66f6e400dba3c1f15210db48"",""66f6e45bdba3c1f15211004a"",""66f6e416dba3c1f15210e368"",""66e025c7bb38bfae212bba77"",""66f6e45edba3c1f152110606"",""66e948c455207127abfb629c"",""66f6e46ddba3c1f1521106d5"",""66e6cd70c881309af30af039""]}",,"{""sports"":49,""entertainment"":68,""current affairs"":33}",,"2024-09-30T06:37:19.464Z",150,,"66fa471f8aa3fa989e7a4095",5
"662b304a42129b6af7d4f0af","66f9b8c878419cc348a13a8b","[""world"",""politics"",""business"",""current affairs""]","[""world"",""politics"",""business"",""current affairs""]","{""world"":2,""politics"":2,""business"":2,""current affairs"":2}",,"{""world"":[""66fc32266ccd34b83e134932"",""66fcf296987cf42e49caaa26"",""66fc32246ccd34b83e1348f3"",""6700264e326cf40ee3571791"",""66fcf295987cf42e49caa9f6"",""67002650326cf40ee35717c1"",""66fc32266ccd34b83e13493a"",""66fd83cb02e78a73bbfae0e9"",""66fcf296987cf42e49caaa38"",""66fcf295987cf42e49caaa14""],""politics"":[""66fed5a1c028f523e051c9c3"",""66fc32986ccd34b83e134bd4"",""670026a7326cf40ee3571921"",""66fed5a3c028f523e051c9e1"",""670026a6326cf40ee357190f"",""670026a8326cf40ee3571939"",""66fd840802e78a73bbfae40c"",""66fcf298987cf42e49caaa7a"",""66fd840602e78a73bbfae3b4"",""66fcf297987cf42e49caaa62""],""business"":[""66fc32c26ccd34b83e134d0c"",""66fed630c028f523e051cb3c"",""66fc32c26ccd34b83e134cf7"",""66fed62fc028f523e051cb30"",""67002729326cf40ee35719ad"",""66fcf29a987cf42e49caaada"",""66fcf299987cf42e49caaab0"",""66fc32c26ccd34b83e134cfe"",""6700272b326cf40ee35719ec"",""66fc32c36ccd34b83e134d1a""],""current affairs"":[""66ffde9eeab0094221f74bf0"",""66ffdea0eab0094221f74c5f"",""66ffe042eab0094221f75197"",""66ffe08eeab0094221f75546"",""66ffe068eab0094221f75504"",""66ffe091eab0094221f755b6"",""66ffe091eab0094221f755ae"",""66ffe08feab0094221f7556e"",""66ffe067eab0094221f754eb"",""66ffde9eeab0094221f74c12""]}",,"{""world"":17,""politics"":21,""business"":32,""current affairs"":33}",,"2024-09-30T12:57:51.042Z",103,,"66faa04f79cdf2f8c3c9bfa6",12
"65f300509edbd593b5293db2","66f9b8c878419cc348a13a8b","[""politics"",""sports"",""education"",""current affairs""]","[""current affairs"",""sports"",""education"",""politics""]","{""current affairs"":2,""sports"":2,""education"":2,""politics"":2}",,"{""current affairs"":[""66ffde9eeab0094221f74bf0"",""66ffde9feab0094221f74c3f"",""66ffe08feab0094221f75576"",""66ffe091eab0094221f755ae"",""66ffe068eab0094221f7550c"",""66ffe090eab0094221f75596"",""66ffe069eab0094221f75514"",""66ffde9eeab0094221f74c07"",""66ffe067eab0094221f754e3"",""66ffe090eab0094221f75586""],""sports"":[""670027b8326cf40ee3571a9d"",""66fed6fec028f523e051cd76"",""66fed6ffc028f523e051cd7c"",""66fed6fdc028f523e051cd51"",""670027b9326cf40ee3571abb"",""66fcf29f987cf42e49caab9a"",""66fed700c028f523e051cda4"",""66fcf29e987cf42e49caab64"",""66fd85da02e78a73bbfaf4f4"",""670027ba326cf40ee3571ad9""],""education"":[""66fcf2aa987cf42e49caad20"",""66fcf2aa987cf42e49caad32"",""66fcf2aa987cf42e49caad3e"",""66fc35dc6ccd34b83e135ee1"",""66fd881e02e78a73bbfb0215"",""66fed994c028f523e051d5d6"",""66fd881d02e78a73bbfb01ff"",""66fc35dd6ccd34b83e135f12"",""66fc35dc6ccd34b83e135ee8"",""66fd881c02e78a73bbfb01dc""],""politics"":[""66fcf297987cf42e49caaa44"",""66fcf297987cf42e49caaa5c"",""66fc32986ccd34b83e134bf1"",""670026a7326cf40ee3571927"",""66fcf298987cf42e49caaa80"",""670026a7326cf40ee3571921"",""66fd840802e78a73bbfae3f5"",""66fed5a4c028f523e051ca00"",""66fd840702e78a73bbfae3d7"",""66fcf297987cf42e49caaa56""]}",,"{""current affairs"":35,""sports"":54,""education"":29,""politics"":35}",,"2024-09-30T14:41:22.613Z",153,,"66fab89279cdf2f8c3cb8e15",12
