"_id","user","article","RQM_score","userPercentile","createdAt"
"660d8ba0eae192efe07a6894","65b1ebbc90ba2e3794e9696d","660d3d89284bf0611499e92e",3,8.47457627118644,"2024-04-03T17:02:24.272Z"
"660d8be416b1dadb0190b670","65b1ebbc90ba2e3794e9696d","660d3d89284bf0611499e932",4,10.909090909090908,"2024-04-03T17:03:32.653Z"
"660e3753cc8fa4e617778c40","65f6b9f0ba995a8fd4acee64","660d3d86284bf0611499e90e",0,3.571428571428571,"2024-04-04T05:14:59.440Z"
"660e383c91cc07622c6c49fa","65f6b9f0ba995a8fd4acee64","660d3d88284bf0611499e913",0,6.896551724137931,"2024-04-04T05:18:52.481Z"
"660e3c17d134649051e5f919","65f6b9f0ba995a8fd4acee64","660d3d88284bf0611499e915",5,23.4375,"2024-04-04T05:35:19.917Z"
"660e3c66d134649051e5fa72","65b1ebbc90ba2e3794e9696d","660be7ac489eed6e3dc5287e",13,43.63636363636363,"2024-04-04T05:36:38.943Z"
"660e6c6e32c63a825294b735","65b1ebbc90ba2e3794e9696d","660be7ac489eed6e3dc52871",0,8.16326530612245,"2024-04-04T09:01:34.567Z"
"660e6d3332c63a825294b7fd","65b1ebbc90ba2e3794e9696d","660d3d89284bf0611499e92c",13,65.57377049180327,"2024-04-04T09:04:51.774Z"
"660f89685423c475da9863fb","65b1ebbc90ba2e3794e9696d","660ec38702e40040cf31b024",0,5.084745762711865,"2024-04-05T05:17:28.521Z"
"660f8ad62cbd54198d4a017a","65b1ebbc90ba2e3794e9696d","660eb1fd9f27e8f90991cf75",11,76.47058823529412,"2024-04-05T05:23:34.901Z"
"660f8c562cbd54198d4a01c1","65b1ebbc90ba2e3794e9696d","660eb2009f27e8f90991cf7c",0,5.454545454545454,"2024-04-05T05:29:58.980Z"
"660f8ca62cbd54198d4a0200","65b1ebbc90ba2e3794e9696d","660ec38a02e40040cf31b02c",5,13.432835820895523,"2024-04-05T05:31:18.492Z"
"660f8f272cbd54198d4a02c8","65b1ebbc90ba2e3794e9696d","660ec38a02e40040cf31b02e",0,3.1746031746031744,"2024-04-05T05:41:59.783Z"
"661207b973578c020de4cee3","65b1ebbc90ba2e3794e9696d","661018273f9a693aac6ac392",8,38.70967741935484,"2024-04-07T02:40:57.583Z"
"6612dbce48629c1e8d6fbbef","65b1ebbc90ba2e3794e9696d","6610182a3f9a693aac6ac397",15,59.25925925925925,"2024-04-07T17:45:50.412Z"
"6613750ec770c653473eb8f7","65b1ebbc90ba2e3794e9696d","6612b1eb1a844deafb0123e2",9,29.629629629629626,"2024-04-08T04:39:42.915Z"
"6613f4f748620982b2363951","6613f494ce72abb1ce9abddf","660d3d88284bf0611499e917",14,79.24528301886792,"2024-03-29T13:45:26.620Z"
"6613f4f748620982b236395e","6613f494ce72abb1ce9abddf","64d49625b55f4b9802488628",8,25.423728813559322,"2024-03-29T13:45:26.620Z"
"6613f4f848620982b236396b","6613f494ce72abb1ce9abddf","66081825ddf16117cf882593",22,83.92857142857143,"2024-03-29T13:45:26.620Z"
"6613f4f948620982b2363978","6613f494ce72abb1ce9abddf","65dec05548ecb3c0ddb99db7",12,60,"2024-03-29T13:45:26.620Z"
"6613f4f948620982b2363985","6613f494ce72abb1ce9abddf","65deb8e49597d60d90d99f11",23,77.41935483870968,"2024-03-29T13:45:26.620Z"
"6613f4fa48620982b2363992","6613f494ce72abb1ce9abddf","660be7ac489eed6e3dc5287e",7,16.363636363636363,"2024-03-29T13:45:26.620Z"
"6613f4fb48620982b236399f","6613f494ce72abb1ce9abddf","64d487a5b55f4b9802488604",6,24.137931034482758,"2024-03-29T13:45:26.620Z"
"6613f4fc48620982b23639ac","6613f494ce72abb1ce9abddf","64d49602b55f4b980248861b",11,63.793103448275865,"2024-03-29T13:45:26.620Z"
"6613f4fc48620982b23639b9","6613f494ce72abb1ce9abddf","64d4806eb55f4b98024885f6",13,69.35483870967742,"2024-03-29T13:45:26.620Z"
"6613f4fd48620982b23639c6","6613f495ce72abb1ce9abde3","64d46afcb55f4b98024885d0",0,1.639344262295082,"2024-03-29T13:45:26.620Z"
"6613f4fe48620982b23639d6","6613f495ce72abb1ce9abde3","6601a69f541fb73774320e34",22,75,"2024-03-29T13:45:26.620Z"
"6613f4ff48620982b23639e3","6613f495ce72abb1ce9abde3","6601a69b541fb73774320e2a",7,38.70967741935484,"2024-03-29T13:45:26.620Z"
"6613f4ff48620982b23639f0","6613f495ce72abb1ce9abde3","660be7a9489eed6e3dc52868",16,63.934426229508205,"2024-03-29T13:45:26.620Z"
"6613f50048620982b23639fd","6613f495ce72abb1ce9abde3","64d49625b55f4b9802488628",15,64.40677966101694,"2024-03-29T13:45:26.620Z"
"6613f50148620982b2363a0a","6613f495ce72abb1ce9abde6","660d3d89284bf0611499e92c",10,44.26229508196721,"2024-03-29T13:45:26.620Z"
"6613f50148620982b2363a17","6613f495ce72abb1ce9abde6","65dec07c2ffe594315bba346",13,42.3728813559322,"2024-03-29T13:45:26.620Z"
"6613f50248620982b2363a24","6613f495ce72abb1ce9abde6","64d49607b55f4b9802488622",34,87.5,"2024-03-29T13:45:26.620Z"
"6613f50348620982b2363a31","6613f495ce72abb1ce9abde6","65dec05548ecb3c0ddb99db7",16,72.72727272727273,"2024-03-29T13:45:26.620Z"
"6613f50348620982b2363a3e","6613f495ce72abb1ce9abde6","65dec05548ecb3c0ddb99db1",4,20.33898305084746,"2024-03-29T13:45:26.620Z"
"6613f50448620982b2363a4b","6613f495ce72abb1ce9abde6","660d3d88284bf0611499e915",31,93.75,"2024-03-29T13:45:26.620Z"
"6613f50548620982b2363a58","6613f495ce72abb1ce9abde6","65dec07c2ffe594315bba344",12,52.94117647058824,"2024-03-29T13:45:26.620Z"
"6613f50548620982b2363a65","6613f495ce72abb1ce9abde6","66022c971dff492f055500d3",15,75,"2024-03-29T13:45:26.620Z"
"6613f50648620982b2363a72","6613f496ce72abb1ce9abde9","65dec07c2ffe594315bba344",9,37.254901960784316,"2024-03-29T13:45:26.620Z"
"6613f50748620982b2363a7f","6613f496ce72abb1ce9abde9","64d47241b55f4b98024885ec",7,41.37931034482759,"2024-03-29T13:45:26.620Z"
"6613f50748620982b2363a8c","6613f496ce72abb1ce9abde9","65deb8e89597d60d90d99f21",6,21.428571428571427,"2024-03-29T13:45:26.620Z"
"6613f50848620982b2363a99","6613f496ce72abb1ce9abde9","660d3d88284bf0611499e917",23,98.11320754716981,"2024-03-29T13:45:26.620Z"
"6613f50948620982b2363aa6","6613f496ce72abb1ce9abde9","66081825ddf16117cf882593",9,48.214285714285715,"2024-03-29T13:45:26.620Z"
"6613f50948620982b2363ab3","6613f496ce72abb1ce9abde9","64d48ee6b55f4b9802488617",10,42.5531914893617,"2024-03-29T13:45:26.620Z"
"6613f50a48620982b2363ac0","6613f496ce72abb1ce9abde9","660d3d88284bf0611499e91b",12,43.859649122807014,"2024-03-29T13:45:26.620Z"
"6613f50b48620982b2363acd","6613f496ce72abb1ce9abde9","64d487a5b55f4b9802488604",11,65.51724137931035,"2024-03-29T13:45:26.620Z"
"6613f50c48620982b2363ada","6613f497ce72abb1ce9abdec","64d46afcb55f4b98024885d0",3,9.836065573770492,"2024-03-29T13:45:26.620Z"
"6613f50c48620982b2363ae7","6613f497ce72abb1ce9abdec","64d49601b55f4b980248861a",8,32.78688524590164,"2024-03-29T13:45:26.620Z"
"6613f50d48620982b2363af4","6613f497ce72abb1ce9abdec","65dec05648ecb3c0ddb99dcb",4,10.9375,"2024-03-29T13:45:26.620Z"
"6613f50e48620982b2363b01","6613f497ce72abb1ce9abdec","64d49608b55f4b9802488623",19,74.24242424242425,"2024-03-29T13:45:26.620Z"
"6613f50e48620982b2363b0e","6613f497ce72abb1ce9abdec","65deb8e49597d60d90d99f11",7,30.64516129032258,"2024-03-29T13:45:26.620Z"
"6613f50f48620982b2363b1b","6613f497ce72abb1ce9abdec","661018273f9a693aac6ac392",24,87.09677419354838,"2024-03-29T13:45:26.620Z"
"6613f51048620982b2363b2b","6613f497ce72abb1ce9abdec","64d48ee6b55f4b9802488617",26,85.1063829787234,"2024-03-29T13:45:26.620Z"
"6613f51148620982b2363b38","6613f498ce72abb1ce9abdef","64d49602b55f4b980248861c",17,65.57377049180327,"2024-03-29T13:45:26.620Z"
"6613f51148620982b2363b45","6613f498ce72abb1ce9abdef","65dec07c2ffe594315bba346",19,67.79661016949152,"2024-03-29T13:45:26.620Z"
"6613f51248620982b2363b52","6613f498ce72abb1ce9abdef","65dec05548ecb3c0ddb99db5",11,48.4375,"2024-03-29T13:45:26.620Z"
"6613f51348620982b2363b5f","6613f498ce72abb1ce9abdef","660be7ac489eed6e3dc5287e",17,58.18181818181818,"2024-03-29T13:45:26.620Z"
"6613f51348620982b2363b6c","6613f498ce72abb1ce9abdef","64d487a4b55f4b9802488603",4,23.214285714285715,"2024-03-29T13:45:26.620Z"
"6613f51448620982b2363b79","6613f498ce72abb1ce9abdef","65dec05548ecb3c0ddb99db9",8,48.38709677419355,"2024-03-29T13:45:26.620Z"
"6613f51548620982b2363b86","6613f498ce72abb1ce9abdef","64d49625b55f4b9802488628",11,40.67796610169492,"2024-03-29T13:45:26.620Z"
"6613f51648620982b2363b93","6613f498ce72abb1ce9abdef","65dec05548ecb3c0ddb99db1",10,62.71186440677966,"2024-03-29T13:45:26.620Z"
"6613f51748620982b2363ba0","6613f498ce72abb1ce9abdef","6601a6a0541fb73774320e46",3,10.204081632653061,"2024-03-29T13:45:26.620Z"
"6613f51748620982b2363bad","6613f498ce72abb1ce9abdf2","65dec07c2ffe594315bba33e",7,28.07017543859649,"2024-03-29T13:45:26.620Z"
"6613f51848620982b2363bbd","6613f498ce72abb1ce9abdf2","64d487a4b55f4b9802488603",9,69.64285714285714,"2024-03-29T13:45:26.620Z"
"6613f51948620982b2363bca","6613f498ce72abb1ce9abdf2","64d46afcb55f4b98024885d0",5,24.59016393442623,"2024-03-29T13:45:26.620Z"
"6613f51a48620982b2363bd7","6613f499ce72abb1ce9abdf5","65dec07c2ffe594315bba344",10,45.09803921568628,"2024-03-29T13:45:26.620Z"
"6613f51a48620982b2363be4","6613f499ce72abb1ce9abdf5","6601a69b541fb73774320e2a",9,53.2258064516129,"2024-03-29T13:45:26.620Z"
"6613f51b48620982b2363bf1","6613f499ce72abb1ce9abdf5","660d3d86284bf0611499e90e",17,87.5,"2024-03-29T13:45:26.620Z"
"6613f51c48620982b2363bfe","6613f499ce72abb1ce9abdf5","65deb8e49597d60d90d99f11",3,4.838709677419355,"2024-03-29T13:45:26.620Z"
"6613f51c48620982b2363c0b","6613f499ce72abb1ce9abdf5","64d46afcb55f4b98024885d0",9,57.377049180327866,"2024-03-29T13:45:26.620Z"
"6613f51d48620982b2363c18","6613f499ce72abb1ce9abdf5","660ec38a02e40040cf31b02c",3,4.477611940298507,"2024-03-29T13:45:26.620Z"
"6613f51e48620982b2363c25","6613f499ce72abb1ce9abdf5","6612b1eb1a844deafb0123e2",24,81.48148148148148,"2024-03-29T13:45:26.620Z"
"6613f51e48620982b2363c32","6613f499ce72abb1ce9abdf5","660be7ac489eed6e3dc5287e",5,7.2727272727272725,"2024-03-29T13:45:26.620Z"
"6613f51f48620982b2363c56","6613f49ace72abb1ce9abdf8","65dec05648ecb3c0ddb99dcb",9,54.6875,"2024-03-29T13:45:26.620Z"
"6613f52048620982b2363c63","6613f49bce72abb1ce9abdfb","6601a69f541fb73774320e32",7,27.586206896551722,"2024-03-29T13:45:26.620Z"
"6613f52148620982b2363c70","6613f49bce72abb1ce9abdfb","65dec05548ecb3c0ddb99dbd",16,71.66666666666667,"2024-03-29T13:45:26.620Z"
"6613f52148620982b2363c7d","6613f49bce72abb1ce9abdfb","64d49625b55f4b9802488628",10,37.28813559322034,"2024-03-29T13:45:26.620Z"
"6613f52248620982b2363c8a","6613f49bce72abb1ce9abdfb","64d487a5b55f4b9802488604",11,63.793103448275865,"2024-03-29T13:45:26.620Z"
"6613f52348620982b2363c97","6613f49bce72abb1ce9abdfb","661018273f9a693aac6ac392",7,35.483870967741936,"2024-03-29T13:45:26.620Z"
"6613f52448620982b2363ca7","6613f49bce72abb1ce9abdfb","64d49623b55f4b9802488626",15,69.23076923076923,"2024-03-29T13:45:26.620Z"
"6613f52448620982b2363cb4","6613f49bce72abb1ce9abdfb","65dec07c2ffe594315bba340",15,68.75,"2024-03-29T13:45:26.620Z"
"6613f52548620982b2363cc1","6613f49bce72abb1ce9abdfb","65dec07b2ffe594315bba338",11,68.62745098039215,"2024-03-29T13:45:26.620Z"
"6613f52648620982b2363cce","6613f49bce72abb1ce9abdfe","66061de8cddc7b43668aa886",16,59.375,"2024-03-29T13:45:26.620Z"
"6613f52648620982b2363cdb","6613f49bce72abb1ce9abdfe","64d49602b55f4b980248861c",46,93.44262295081968,"2024-03-29T13:45:26.620Z"
"6613f52748620982b2363ce8","6613f49bce72abb1ce9abdfe","66061de9cddc7b43668aa88a",3,12.727272727272727,"2024-03-29T13:45:26.620Z"
"6613f52848620982b2363cf5","6613f49bce72abb1ce9abdfe","64d487a5b55f4b9802488604",4,10.344827586206897,"2024-03-29T13:45:26.620Z"
"6613f52848620982b2363d02","6613f49cce72abb1ce9abe01","65dec05648ecb3c0ddb99dcb",14,78.125,"2024-03-29T13:45:26.620Z"
"6613f52948620982b2363d0f","6613f49cce72abb1ce9abe01","65dec05648ecb3c0ddb99dc5",9,45,"2024-03-29T13:45:26.620Z"
"6613f52a48620982b2363d1c","6613f49cce72abb1ce9abe01","64d49602b55f4b980248861b",8,37.93103448275862,"2024-03-29T13:45:26.620Z"
"6613f52a48620982b2363d29","6613f49cce72abb1ce9abe01","65dec05448ecb3c0ddb99dad",29,87.5,"2024-03-29T13:45:26.620Z"
"6613f52b48620982b2363d36","6613f49cce72abb1ce9abe01","660be7ac489eed6e3dc5287e",15,49.09090909090909,"2024-03-29T13:45:26.620Z"
"6613f52c48620982b2363d43","6613f49dce72abb1ce9abe04","6601a69f541fb73774320e3a",2,3.4482758620689653,"2024-03-29T13:45:26.620Z"
"6613f52c48620982b2363d50","6613f49dce72abb1ce9abe04","64d49602b55f4b980248861b",6,25.862068965517242,"2024-03-29T13:45:26.620Z"
"6613f52d48620982b2363d5d","6613f49dce72abb1ce9abe04","66081825ddf16117cf882593",9,46.42857142857143,"2024-03-29T13:45:26.620Z"
"6613f52e48620982b2363d6a","6613f49dce72abb1ce9abe04","65dec05448ecb3c0ddb99dad",13,67.85714285714286,"2024-03-29T13:45:26.620Z"
"6613f52e48620982b2363d77","6613f49dce72abb1ce9abe04","6601a69f541fb73774320e36",20,84,"2024-03-29T13:45:26.620Z"
"6613f52f48620982b2363d84","6613f49dce72abb1ce9abe04","6612b1eb1a844deafb0123e2",12,48.148148148148145,"2024-03-29T13:45:26.620Z"
"6613f53048620982b2363d91","6613f49dce72abb1ce9abe04","6601a69e541fb73774320e2f",3,1.694915254237288,"2024-03-29T13:45:26.620Z"
"6613f53048620982b2363d9e","6613f49dce72abb1ce9abe04","65dec07c2ffe594315bba344",3,9.803921568627452,"2024-03-29T13:45:26.620Z"
"6613f53148620982b2363dab","6613f49dce72abb1ce9abe04","6601a69f541fb73774320e34",18,66.07142857142857,"2024-03-29T13:45:26.620Z"
"6613f53248620982b2363db8","6613f49dce72abb1ce9abe04","64d49602b55f4b980248861c",15,63.934426229508205,"2024-03-29T13:45:26.620Z"
"6613f53248620982b2363dc5","6613f49dce72abb1ce9abe04","65deb8e89597d60d90d99f1a",19,77.58620689655173,"2024-03-29T13:45:26.620Z"
"6613f53348620982b2363dd2","6613f49dce72abb1ce9abe07","66081825ddf16117cf882593",9,44.642857142857146,"2024-03-29T13:45:26.620Z"
"6613f53448620982b2363ddf","6613f49dce72abb1ce9abe07","64d49625b55f4b9802488629",21,81.25,"2024-03-29T13:45:26.620Z"
"6613f53448620982b2363dec","6613f49dce72abb1ce9abe07","65dec05448ecb3c0ddb99dad",6,33.92857142857143,"2024-03-29T13:45:26.620Z"
"6613f53548620982b2363df9","6613f49dce72abb1ce9abe07","660d3d88284bf0611499e917",6,35.84905660377358,"2024-03-29T13:45:26.620Z"
"6613f53648620982b2363e06","6613f49dce72abb1ce9abe07","64d487a5b55f4b9802488604",6,22.413793103448278,"2024-03-29T13:45:26.620Z"
"6613f53648620982b2363e13","6613f49dce72abb1ce9abe07","64d49606b55f4b9802488621",12,59.01639344262295,"2024-03-29T13:45:26.620Z"
"6613f53748620982b2363e23","6613f49dce72abb1ce9abe07","65dec05648ecb3c0ddb99dc7",6,19.672131147540984,"2024-03-29T13:45:26.620Z"
"6613f53848620982b2363e30","6613f49dce72abb1ce9abe07","65dec05648ecb3c0ddb99dcd",13,61.29032258064516,"2024-03-29T13:45:26.620Z"
"6613f53948620982b2363e3d","6613f49ece72abb1ce9abe0a","660ec38702e40040cf31b024",3,13.559322033898304,"2024-03-29T13:45:26.620Z"
"6613f53948620982b2363e4a","6613f49fce72abb1ce9abe0d","65dec05348ecb3c0ddb99da9",7,60.78431372549019,"2024-03-29T13:45:26.620Z"
"6613f53a48620982b2363e57","6613f49fce72abb1ce9abe0d","661018273f9a693aac6ac392",27,95.16129032258065,"2024-03-29T13:45:26.620Z"
"6613f53b48620982b2363e64","6613f49fce72abb1ce9abe0d","65dec07c2ffe594315bba348",6,14.754098360655737,"2024-03-29T13:45:26.620Z"
"6613f53b48620982b2363e71","6613f4a0ce72abb1ce9abe10","6601a69f541fb73774320e36",12,52,"2024-03-29T13:45:26.620Z"
